grade,domain,skill_group,lesson_title,activity_variant,Student A,Student B,title_aggregate_Student A,title_aggregate_Student B
1st Grade: ELA,Reading Literature,Words & Structure,Sensory Words,Main,,,,
1st Grade: ELA,Reading Literature,Words & Structure,Sensory Words,Practice 1,,,,
1st Grade: ELA,Reading Literature,Words & Structure,Sensory Words,Basic,,,,
1st Grade: ELA,Reading Literature,Words & Structure,Story Structure,Main,,,,
1st Grade: ELA,Reading Literature,Words & Structure,Story Structure,Practice 1,,,,
1st Grade: ELA,Reading Literature,Words & Structure,Story Structure,Basic,,,,
1st Grade: ELA,Reading Literature,Words & Structure,Fiction Nonfiction,Main,,,,
1st Grade: ELA,Reading Literature,Words & Structure,Fiction Nonfiction,Practice 1,,,,
1st Grade: ELA,Reading Literature,Words & Structure,Fiction Nonfiction,Basic,,,,
1st Grade: ELA,Reading Literature,Dialogue & Perspective,Dialogue - Speaker,Main,,,,
1st Grade: ELA,Reading Literature,Dialogue & Perspective,Dialogue - Speaker,Practice 1,,,,
1st Grade: ELA,Reading Literature,Dialogue & Perspective,Dialogue - Speaker,Basic,,,,
1st Grade: ELA,Reading Literature,Dialogue & Perspective,Dialogue - Tone,Main,,,,
1st Grade: ELA,Reading Literature,Dialogue & Perspective,Dialogue - Tone,Practice 1,,,,
1st Grade: ELA,Reading Literature,Dialogue & Perspective,Dialogue - Tone,Basic,,,,
1st Grade: ELA,Reading Literature,Dialogue & Perspective,Points of View,Main,,,,
1st Grade: ELA,Reading Literature,Dialogue & Perspective,Points of View,Practice 1,,,,
1st Grade: ELA,Reading Literature,Dialogue & Perspective,Points of View,Basic,,,,
1st Grade: ELA,Reading Literature,Early Readers,Plant a Seed!,Direct,,,,
1st Grade: ELA,Reading Literature,Early Readers,Sidewalk Chalk,Direct,,,,
1st Grade: ELA,Reading Literature,Early Readers,Sandy Says,Direct,,,,
1st Grade: ELA,Reading Literature,Early Readers,Hero in Training,Direct,,,,
1st Grade: ELA,Reading Literature,Early Readers,Wild Ride,Direct,,,,
1st Grade: ELA,Reading Literature,Early Readers,Lemonade Stand,Direct,,,,
1st Grade: ELA,Reading Literature,Early Readers,A Special Place,Direct,,,,
1st Grade: ELA,Reading Literature,Early Readers,Snow Day,Direct,,,,
1st Grade: ELA,Reading Literature,Early Readers,So Slimy,Direct,,,,
1st Grade: ELA,Reading Literature,Early Readers,Beach Day Birthday,Direct,,,,
1st Grade: ELA,Reading Literature,Early Readers,Planetary Play,Direct,,,,
1st Grade: ELA,Reading Literature,Early Readers,County Fair,Direct,,,,
1st Grade: ELA,Reading Literature,Early Readers,Breakfast Time,Direct,,,,
1st Grade: ELA,Reading Literature,Early Readers,"Flip, Jump, Roll!",Direct,,,,
1st Grade: ELA,Reading Literature,Early Readers,Pinata Party,Direct,,,,
1st Grade: ELA,Reading Literature,Early Readers,Ollo's Toy House,Direct,,,,
1st Grade: ELA,Reading Literature,Early Readers,In Harmony,Direct,,,,
1st Grade: ELA,Reading Literature,Early Readers,Harvest Time,Direct,,,,
1st Grade: ELA,Reading Literature,Early Readers,Glide On Ice,Direct,,,,
1st Grade: ELA,Reading Literature,Stories with Lessons,Duck to Do,Direct,,,,
1st Grade: ELA,Reading Literature,Stories with Lessons,Just You Wait,Direct,,,,
1st Grade: ELA,Reading Literature,Stories with Lessons,On a Roll!,Direct,,,,
1st Grade: ELA,Reading Literature,Stories with Lessons,Hold On!,Direct,,,,
1st Grade: ELA,Reading Literature,Stories with Lessons,Old & New Friends,Direct,,,,
1st Grade: ELA,Reading Literature,Stories with Lessons,Feel Better,Direct,,,,
1st Grade: ELA,Reading Literature,Stories with Lessons,A Helping Hand,Direct,,,,
1st Grade: ELA,Reading Literature,Stories with Lessons,While You're Away,Direct,,,,
1st Grade: ELA,Reading Literature,Stories with Lessons,I'll Go First,Direct,,,,
1st Grade: ELA,Reading Literature,Stories with Lessons,Keep It Down,Direct,,,,
1st Grade: ELA,Reading Literature,Stories with Lessons,Into the Night,Direct,,,,
1st Grade: ELA,Reading Literature,Stories with Lessons,Face to Face,Direct,,,,
1st Grade: ELA,Reading Literature,Stories with Lessons,On Vacation,Direct,,,,
1st Grade: ELA,Reading Literature,Stories with Lessons,Got to Be Me,Direct,,,,
1st Grade: ELA,Reading Literature,Stories with Lessons,A New Addition,Direct,,,,
1st Grade: ELA,Reading Literature,Stories with Lessons,The Finish Line,Direct,,,,
1st Grade: ELA,Reading Literature,Stories with Lessons,Out of Orbit,Direct,,,,
1st Grade: ELA,Reading Literature,Stories with Lessons,Starting School,Direct,,,,
1st Grade: ELA,Reading Literature,Stories with Lessons,Flower Friends,Direct,,,,
1st Grade: ELA,Reading Literature,Stories with Lessons,Guppy's Treasure,Direct,,,,
1st Grade: ELA,Reading Literature,Stories with People,Calming Down,Direct,,,,
1st Grade: ELA,Reading Literature,Stories with People,Big Kids Can Cry,Direct,,,,
1st Grade: ELA,Reading Literature,Stories with People,Let's Play,Direct,,,,
1st Grade: ELA,Reading Literature,Stories with People,Wait For It,Direct,,,,
1st Grade: ELA,Reading Literature,Stories with People,Just Ask,Direct,,,,
1st Grade: ELA,Reading Literature,Stories with People,Skin Colors,Direct,,,,
1st Grade: ELA,Reading Literature,Stories with People,Catching Bugs,Direct,,,,
1st Grade: ELA,Reading Literature,Stories with People,Different Not Weird,Direct,,,,
1st Grade: ELA,Reading Literature,Stories with People,Pranking Problems,Direct,,,,
1st Grade: ELA,Reading Literature,Stories with People,A Problem at Night,Direct,,,,
1st Grade: ELA,Reading Literature,Stories with People,Bonjou,Direct,,,,
1st Grade: ELA,Reading Literature,Stories with People,Trading Lunches,Direct,,,,
1st Grade: ELA,Reading Literature,Stories with People,Give It a Try,Direct,,,,
1st Grade: ELA,Reading Literature,Stories with People,Save It Or Spend It,Direct,,,,
1st Grade: ELA,Reading Literature,Stories with People,Something Warm,Direct,,,,
1st Grade: ELA,Reading Literature,Stories with People,Friendship Takes Time,Direct,,,,
1st Grade: ELA,Reading Literature,Stories with People,Pink Is For Everyone,Direct,,,,
1st Grade: ELA,Reading Literature,Stories with People,Star of the Show,Direct,,,,
1st Grade: ELA,Reading Literature,Stories with People,That's Not Fair,Direct,,,,
1st Grade: ELA,Reading Informational Text,Non-Fiction,Gray Wolves,Direct,,,,
1st Grade: ELA,Reading Informational Text,Non-Fiction,Temperature,Direct,,,,
1st Grade: ELA,Reading Informational Text,Non-Fiction,Fire Ants,Direct,,,,
1st Grade: ELA,Reading Informational Text,Non-Fiction,Coral Reefs,Direct,,,,
1st Grade: ELA,Reading Informational Text,Non-Fiction,Beagles,Direct,,,,
1st Grade: ELA,Reading Informational Text,Non-Fiction,Mammals,Direct,,,,
1st Grade: ELA,Reading Informational Text,Non-Fiction,Siamese Cats,Direct,,,,
1st Grade: ELA,Reading Informational Text,Non-Fiction,Great Horned Owls,Direct,,,,
1st Grade: ELA,Reading Informational Text,Non-Fiction,Precipitation,Direct,,,,
1st Grade: ELA,Reading Informational Text,Non-Fiction,Millipedes,Direct,,,,
1st Grade: ELA,Reading Informational Text,Non-Fiction,Rainforests,Direct,,,,
1st Grade: ELA,Reading Informational Text,Non-Fiction,Siberian Huskies,Direct,,,,
1st Grade: ELA,Reading Informational Text,Non-Fiction,Birds,Direct,,,,
1st Grade: ELA,Reading Informational Text,Non-Fiction,Sphynx Cats,Direct,,,,
1st Grade: ELA,Reading Informational Text,Non-Fiction,Jackrabbits,Direct,,,,
1st Grade: ELA,Reading Informational Text,Non-Fiction,Cloud Cover,Direct,,,,
1st Grade: ELA,Reading Informational Text,Non-Fiction,Black Widow Spider,Direct,,,,
1st Grade: ELA,Reading Informational Text,Non-Fiction,Mountains,Direct,,,,
1st Grade: ELA,Reading Informational Text,Non-Fiction,Golden Retrievers,Direct,,,,
1st Grade: ELA,Reading Informational Text,Non-Fiction,Fish,Direct,,,,
1st Grade: ELA,Reading Informational Text,Non-Fiction,Porcupines,Direct,,,,
1st Grade: ELA,Reading Informational Text,Non-Fiction,Deserts,Direct,,,,
1st Grade: ELA,Reading Informational Text,Non-Fiction,Poodles,Direct,,,,
1st Grade: ELA,Reading Informational Text,Non-Fiction,Insects,Direct,,,,
1st Grade: ELA,Reading Informational Text,Non-Fiction,Striped Skunks,Direct,,,,
1st Grade: ELA,Reading Informational Text,Non-Fiction,Forests,Direct,,,,
1st Grade: ELA,Reading Informational Text,Non-Fiction,Dachshunds,Direct,,,,
1st Grade: ELA,Reading Informational Text,Non-Fiction,White Tailed Deer,Direct,,,,
1st Grade: ELA,Reading Informational Text,Non-Fiction,Labradors,Direct,,,,
1st Grade: ELA,Reading Informational Text,Non-Fiction,Yorkshire Terriers,Direct,,,,
1st Grade: ELA,Reading Informational Text,National Geographic Young Explorer,Wonderful Wetland,Direct,,,,
1st Grade: ELA,Reading Informational Text,National Geographic Young Explorer,My Animal Photos,Direct,,,,
1st Grade: ELA,Reading Informational Text,National Geographic Young Explorer,Plastic Problem,Direct,,,,
1st Grade: ELA,Reading Informational Text,National Geographic Young Explorer,Life in a Pride,Direct,,,,
1st Grade: ELA,Reading Informational Text,National Geographic Young Explorer,Explore with Me,Direct,,,,
1st Grade: ELA,Reading Informational Text,National Geographic Young Explorer,Compost,Direct,,,,
1st Grade: ELA,Reading Informational Text,National Geographic Young Explorer,In the Rainforest,Direct,,,,
1st Grade: ELA,Reading Informational Text,National Geographic Young Explorer,Wildflowers,Direct,,,,
1st Grade: ELA,Reading Informational Text,National Geographic Young Explorer,Saving Sloths,Direct,,,,
1st Grade: ELA,Reading Informational Text,National Geographic Young Explorer,Extreme Ice,Direct,,,,
1st Grade: ELA,Reading Informational Text,National Geographic Young Explorer,Wild Land,Direct,,,,
1st Grade: ELA,Reading Informational Text,National Geographic Young Explorer,Weather,Direct,,,,
1st Grade: ELA,Reading Informational Text,National Geographic Young Explorer,Exploring Energy,Direct,,,,
2nd Grade: ELA,Reading Foundational Skills,Vowel Sounds,"Long A: ai, ay",Main,,,,
2nd Grade: ELA,Reading Foundational Skills,Vowel Sounds,"Long A: ai, ay",Practice 1,,,,
2nd Grade: ELA,Reading Foundational Skills,Vowel Sounds,"Long A: ai, ay",Practice 2,,,,
2nd Grade: ELA,Reading Foundational Skills,Vowel Sounds,"Long A: ai, ay",Basic,,,,
2nd Grade: ELA,Reading Foundational Skills,Vowel Sounds,"Long E: ee, ea",Main,,,,
2nd Grade: ELA,Reading Foundational Skills,Vowel Sounds,"Long E: ee, ea",Practice 1,,,,
2nd Grade: ELA,Reading Foundational Skills,Vowel Sounds,"Long E: ee, ea",Practice 2,,,,
2nd Grade: ELA,Reading Foundational Skills,Vowel Sounds,"Long E: ee, ea",Basic,,,,
2nd Grade: ELA,Reading Foundational Skills,Vowel Sounds,"Long O: oa, ow",Main,,,,
2nd Grade: ELA,Reading Foundational Skills,Vowel Sounds,"Long O: oa, ow",Practice 1,,,,
2nd Grade: ELA,Reading Foundational Skills,Vowel Sounds,"Long O: oa, ow",Practice 2,,,,
2nd Grade: ELA,Reading Foundational Skills,Vowel Sounds,"Long O: oa, ow",Basic,,,,
2nd Grade: ELA,Reading Foundational Skills,Vowel Sounds,"Long I: ie, igh",Main,,,,
2nd Grade: ELA,Reading Foundational Skills,Vowel Sounds,"Long I: ie, igh",Practice 1,,,,
2nd Grade: ELA,Reading Foundational Skills,Vowel Sounds,"Long I: ie, igh",Practice 2,,,,
2nd Grade: ELA,Reading Foundational Skills,Vowel Sounds,"Long I: ie, igh",Basic,,,,
2nd Grade: ELA,Reading Foundational Skills,Vowel Sounds,"Long U: ue, ui",Main,,,,
2nd Grade: ELA,Reading Foundational Skills,Vowel Sounds,"Long U: ue, ui",Practice 1,,,,
2nd Grade: ELA,Reading Foundational Skills,Vowel Sounds,"Long U: ue, ui",Practice 2,,,,
2nd Grade: ELA,Reading Foundational Skills,Vowel Sounds,"Long U: ue, ui",Basic,,,,
2nd Grade: ELA,Reading Foundational Skills,Vowel Sounds,"Long U: ew, oo",Main,,,,
2nd Grade: ELA,Reading Foundational Skills,Vowel Sounds,"Long U: ew, oo",Practice 1,,,,
2nd Grade: ELA,Reading Foundational Skills,Vowel Sounds,"Long U: ew, oo",Practice 2,,,,
2nd Grade: ELA,Reading Foundational Skills,Vowel Sounds,"Long U: ew, oo",Basic,,,,
2nd Grade: ELA,Reading Foundational Skills,Vowel Sounds,"Diphthongs: aw, au",Main,,,,
2nd Grade: ELA,Reading Foundational Skills,Vowel Sounds,"Diphthongs: aw, au",Practice 1,,,,
2nd Grade: ELA,Reading Foundational Skills,Vowel Sounds,"Diphthongs: aw, au",Practice 2,,,,
2nd Grade: ELA,Reading Foundational Skills,Vowel Sounds,"Diphthongs: aw, au",Basic,,,,
2nd Grade: ELA,Reading Foundational Skills,Vowel Sounds,"Diphthongs: ou, ow",Main,,,,
2nd Grade: ELA,Reading Foundational Skills,Vowel Sounds,"Diphthongs: ou, ow",Practice 1,,,,
2nd Grade: ELA,Reading Foundational Skills,Vowel Sounds,"Diphthongs: ou, ow",Practice 2,,,,
2nd Grade: ELA,Reading Foundational Skills,Vowel Sounds,"Diphthongs: ou, ow",Basic,,,,
2nd Grade: ELA,Reading Foundational Skills,Vowel Sounds,"Diphthongs: oi, oy",Main,,,,
2nd Grade: ELA,Reading Foundational Skills,Vowel Sounds,"Diphthongs: oi, oy",Practice 1,,,,
2nd Grade: ELA,Reading Foundational Skills,Vowel Sounds,"Diphthongs: oi, oy",Practice 2,,,,
2nd Grade: ELA,Reading Foundational Skills,Vowel Sounds,"Diphthongs: oi, oy",Basic,,,,
2nd Grade: ELA,Reading Foundational Skills,Consonant Blends,"st, sp, sk, sm",Main,,,,
2nd Grade: ELA,Reading Foundational Skills,Consonant Blends,"st, sp, sk, sm",Practice 1,,,,
2nd Grade: ELA,Reading Foundational Skills,Consonant Blends,"st, sp, sk, sm",Practice 2,,,,
2nd Grade: ELA,Reading Foundational Skills,Consonant Blends,"st, sp, sk, sm",Basic,,,,
2nd Grade: ELA,Reading Foundational Skills,Consonant Blends,"sc, sl, sn, sw",Main,,,,
2nd Grade: ELA,Reading Foundational Skills,Consonant Blends,"sc, sl, sn, sw",Practice 1,,,,
2nd Grade: ELA,Reading Foundational Skills,Consonant Blends,"sc, sl, sn, sw",Practice 2,,,,
2nd Grade: ELA,Reading Foundational Skills,Consonant Blends,"sc, sl, sn, sw",Basic,,,,
2nd Grade: ELA,Reading Foundational Skills,Consonant Blends,"bl, cl, fl",Main,,,,
2nd Grade: ELA,Reading Foundational Skills,Consonant Blends,"bl, cl, fl",Practice 1,,,,
2nd Grade: ELA,Reading Foundational Skills,Consonant Blends,"bl, cl, fl",Practice 2,,,,
2nd Grade: ELA,Reading Foundational Skills,Consonant Blends,"bl, cl, fl",Basic,,,,
2nd Grade: ELA,Reading Foundational Skills,Consonant Blends,"gl, pl, sl",Main,,,,
2nd Grade: ELA,Reading Foundational Skills,Consonant Blends,"gl, pl, sl",Practice 1,,,,
2nd Grade: ELA,Reading Foundational Skills,Consonant Blends,"gl, pl, sl",Practice 2,,,,
2nd Grade: ELA,Reading Foundational Skills,Consonant Blends,"gl, pl, sl",Basic,,,,
2nd Grade: ELA,Reading Foundational Skills,Consonant Blends,"dr, gr, pr, tr",Main,,,,
2nd Grade: ELA,Reading Foundational Skills,Consonant Blends,"dr, gr, pr, tr",Practice 1,,,,
2nd Grade: ELA,Reading Foundational Skills,Consonant Blends,"dr, gr, pr, tr",Practice 2,,,,
2nd Grade: ELA,Reading Foundational Skills,Consonant Blends,"dr, gr, pr, tr",Basic,,,,
2nd Grade: ELA,Reading Foundational Skills,Consonant Blends,"br, cr, fr",Main,,,,
2nd Grade: ELA,Reading Foundational Skills,Consonant Blends,"br, cr, fr",Practice 1,,,,
2nd Grade: ELA,Reading Foundational Skills,Consonant Blends,"br, cr, fr",Practice 2,,,,
2nd Grade: ELA,Reading Foundational Skills,Consonant Blends,"br, cr, fr",Basic,,,,
2nd Grade: ELA,Reading Foundational Skills,Consonant Blends,"qu, tw",Main,,,,
2nd Grade: ELA,Reading Foundational Skills,Consonant Blends,"qu, tw",Practice 1,,,,
2nd Grade: ELA,Reading Foundational Skills,Consonant Blends,"qu, tw",Practice 2,,,,
2nd Grade: ELA,Reading Foundational Skills,Consonant Blends,"qu, tw",Basic,,,,
2nd Grade: ELA,Reading Foundational Skills,r-Controlled Vowels,Sounds: ar,Main,,,,
2nd Grade: ELA,Reading Foundational Skills,r-Controlled Vowels,Sounds: ar,Practice 1,,,,
2nd Grade: ELA,Reading Foundational Skills,r-Controlled Vowels,Sounds: ar,Practice 2,,,,
2nd Grade: ELA,Reading Foundational Skills,r-Controlled Vowels,Sounds: ar,Basic,,,,
2nd Grade: ELA,Reading Foundational Skills,r-Controlled Vowels,"Sounds: er, ir, ur",Main,,,,
2nd Grade: ELA,Reading Foundational Skills,r-Controlled Vowels,"Sounds: er, ir, ur",Practice 1,,,,
2nd Grade: ELA,Reading Foundational Skills,r-Controlled Vowels,"Sounds: er, ir, ur",Practice 2,,,,
2nd Grade: ELA,Reading Foundational Skills,r-Controlled Vowels,"Sounds: er, ir, ur",Basic,,,,
2nd Grade: ELA,Reading Foundational Skills,r-Controlled Vowels,"Sounds: or, ore",Main,,,,
2nd Grade: ELA,Reading Foundational Skills,r-Controlled Vowels,"Sounds: or, ore",Practice 1,,,,
2nd Grade: ELA,Reading Foundational Skills,r-Controlled Vowels,"Sounds: or, ore",Practice 2,,,,
2nd Grade: ELA,Reading Foundational Skills,r-Controlled Vowels,"Sounds: or, ore",Basic,,,,
2nd Grade: ELA,Reading Foundational Skills,Consonant Digraphs,Sounds: ch,Main,,,,
2nd Grade: ELA,Reading Foundational Skills,Consonant Digraphs,Sounds: ch,Practice 1,,,,
2nd Grade: ELA,Reading Foundational Skills,Consonant Digraphs,Sounds: ch,Practice 2,,,,
2nd Grade: ELA,Reading Foundational Skills,Consonant Digraphs,Sounds: ch,Basic,,,,
2nd Grade: ELA,Reading Foundational Skills,Consonant Digraphs,Sounds: sh,Main,,,,
2nd Grade: ELA,Reading Foundational Skills,Consonant Digraphs,Sounds: sh,Practice 1,,,,
2nd Grade: ELA,Reading Foundational Skills,Consonant Digraphs,Sounds: sh,Practice 2,,,,
2nd Grade: ELA,Reading Foundational Skills,Consonant Digraphs,Sounds: sh,Basic,,,,
2nd Grade: ELA,Reading Foundational Skills,Consonant Digraphs,Sounds: th,Main,,,,
2nd Grade: ELA,Reading Foundational Skills,Consonant Digraphs,Sounds: th,Practice 1,,,,
2nd Grade: ELA,Reading Foundational Skills,Consonant Digraphs,Sounds: th,Practice 2,,,,
2nd Grade: ELA,Reading Foundational Skills,Consonant Digraphs,Sounds: th,Basic,,,,
2nd Grade: ELA,Reading Foundational Skills,Consonant Digraphs,Sounds: wh,Main,,,,
2nd Grade: ELA,Reading Foundational Skills,Consonant Digraphs,Sounds: wh,Practice 1,,,,
2nd Grade: ELA,Reading Foundational Skills,Consonant Digraphs,Sounds: wh,Practice 2,,,,
2nd Grade: ELA,Reading Foundational Skills,Consonant Digraphs,Sounds: wh,Basic,,,,
2nd Grade: ELA,Reading Foundational Skills,Consonant Digraphs,"Sounds: ch, sh, th",Main,,,,
2nd Grade: ELA,Reading Foundational Skills,Consonant Digraphs,"Sounds: ch, sh, th",Practice 1,,,,
2nd Grade: ELA,Reading Foundational Skills,Consonant Digraphs,"Sounds: ch, sh, th",Practice 2,,,,
2nd Grade: ELA,Reading Foundational Skills,Consonant Digraphs,"Sounds: ch, sh, th",Basic,,,,
2nd Grade: ELA,Reading Foundational Skills,Prefixes & Suffixes,"un-, re-, pre-",Main,,,,
2nd Grade: ELA,Reading Foundational Skills,Prefixes & Suffixes,"un-, re-, pre-",Practice 1,,,,
2nd Grade: ELA,Reading Foundational Skills,Prefixes & Suffixes,"un-, re-, pre-",Practice 2,,,,
2nd Grade: ELA,Reading Foundational Skills,Prefixes & Suffixes,"un-, re-, pre-",Basic,,,,
