grade,domain,skill_group,lesson_title,activity_variant,Student A,Student B,title_aggregate_Student A,title_aggregate_Student B
1st Grade: ELA,Reading Foundational Skills,"Beginning, Middle & Ending Sounds",Middle Sound,Main,,,,
1st Grade: ELA,Reading Foundational Skills,"Beginning, Middle & Ending Sounds",Middle Sound,Practice 1,,,,
1st Grade: ELA,Reading Foundational Skills,"Beginning, Middle & Ending Sounds",Middle Sound,Practice 2,,,,
1st Grade: ELA,Reading Foundational Skills,"Beginning, Middle & Ending Sounds",Middle Sound,Basic,,,,
1st Grade: ELA,Reading Foundational Skills,"Beginning, Middle & Ending Sounds",Ending Sound,Main,,,,
1st Grade: ELA,Reading Foundational Skills,"Beginning, Middle & Ending Sounds",Ending Sound,Practice 1,,,,
1st Grade: ELA,Reading Foundational Skills,"Beginning, Middle & Ending Sounds",Ending Sound,Practice 2,,,,
1st Grade: ELA,Reading Foundational Skills,"Beginning, Middle & Ending Sounds",Ending Sound,Basic,,,,
1st Grade: ELA,Reading Foundational Skills,"Beginning, Middle & Ending Sounds",First & Last Sound,Main,,,,
1st Grade: ELA,Reading Foundational Skills,"Beginning, Middle & Ending Sounds",First & Last Sound,Practice 1,,,,
1st Grade: ELA,Reading Foundational Skills,"Beginning, Middle & Ending Sounds",First & Last Sound,Practice 2,,,,
1st Grade: ELA,Reading Foundational Skills,"Beginning, Middle & Ending Sounds",First & Last Sound,Basic,,,,
1st Grade: ELA,Reading Foundational Skills,"Beginning, Middle & Ending Sounds",Isolate All Sounds,Main,,,,
1st Grade: ELA,Reading Foundational Skills,"Beginning, Middle & Ending Sounds",Isolate All Sounds,Practice 1,,,,
1st Grade: ELA,Reading Foundational Skills,"Beginning, Middle & Ending Sounds",Isolate All Sounds,Practice 2,,,,
1st Grade: ELA,Reading Foundational Skills,"r-Controlled Vowels (ar, or, er, ir, ur)",Sounds: ar,Main,,,,
1st Grade: ELA,Reading Foundational Skills,"r-Controlled Vowels (ar, or, er, ir, ur)",Sounds: ar,Practice 1,,,,
1st Grade: ELA,Reading Foundational Skills,"r-Controlled Vowels (ar, or, er, ir, ur)",Sounds: ar,Practice 2,,,,
1st Grade: ELA,Reading Foundational Skills,"r-Controlled Vowels (ar, or, er, ir, ur)",Sounds: ar,Basic,,86%,,
1st Grade: ELA,Reading Foundational Skills,"r-Controlled Vowels (ar, or, er, ir, ur)",Sounds: or,Main,,,,
1st Grade: ELA,Reading Foundational Skills,"r-Controlled Vowels (ar, or, er, ir, ur)",Sounds: or,Practice 1,,,,
1st Grade: ELA,Reading Foundational Skills,"r-Controlled Vowels (ar, or, er, ir, ur)",Sounds: or,Practice 2,,,,
1st Grade: ELA,Reading Foundational Skills,"r-Controlled Vowels (ar, or, er, ir, ur)",Sounds: or,Basic,,88%,,
1st Grade: ELA,Reading Foundational Skills,"r-Controlled Vowels (ar, or, er, ir, ur)","Sounds: er, ir, ur",Main,,,,
1st Grade: ELA,Reading Foundational Skills,"r-Controlled Vowels (ar, or, er, ir, ur)","Sounds: er, ir, ur",Practice 1,,,,
1st Grade: ELA,Reading Foundational Skills,"r-Controlled Vowels (ar, or, er, ir, ur)","Sounds: er, ir, ur",Practice 2,,,,
1st Grade: ELA,Reading Foundational Skills,"r-Controlled Vowels (ar, or, er, ir, ur)","Sounds: er, ir, ur",Basic,,,,
1st Grade: ELA,Reading Foundational Skills,Consonant Digraphs,Sounds: ch,Main,,64%,,64%
1st Grade: ELA,Reading Foundational Skills,Consonant Digraphs,Sounds: ch,Practice 1,,,,64%
1st Grade: ELA,Reading Foundational Skills,Consonant Digraphs,Sounds: ch,Practice 2,,,,64%
1st Grade: ELA,Reading Foundational Skills,Consonant Digraphs,Sounds: sh,Main,,46%,,46%
1st Grade: ELA,Reading Foundational Skills,Consonant Digraphs,Sounds: sh,Practice 1,,,,46%
1st Grade: ELA,Reading Foundational Skills,Consonant Digraphs,Sounds: sh,Practice 2,,,,46%
1st Grade: ELA,Reading Foundational Skills,Consonant Digraphs,"Sounds: ch, sh",Main,,,,
1st Grade: ELA,Reading Foundational Skills,Consonant Digraphs,"Sounds: ch, sh",Practice 1,,,,
1st Grade: ELA,Reading Foundational Skills,Consonant Digraphs,"Sounds: ch, sh",Practice 2,,,,
1st Grade: ELA,Reading Foundational Skills,Consonant Digraphs,Sounds: th,Main,,64%,,64%
1st Grade: ELA,Reading Foundational Skills,Consonant Digraphs,Sounds: th,Practice 1,,,,64%
1st Grade: ELA,Reading Foundational Skills,Consonant Digraphs,Sounds: th,Practice 2,,,,64%
1st Grade: ELA,Reading Foundational Skills,Consonant Digraphs,"Sounds: ch, sh, th",Main,,,,
1st Grade: ELA,Reading Foundational Skills,Consonant Digraphs,"Sounds: ch, sh, th",Practice 1,,,,
1st Grade: ELA,Reading Foundational Skills,Consonant Digraphs,"Sounds: ch, sh, th",Practice 2,,,,
1st Grade: ELA,Reading Foundational Skills,Consonant Digraphs,Sounds: wh,Main,,,,
1st Grade: ELA,Reading Foundational Skills,Consonant Digraphs,Sounds: wh,Practice 1,,,,
1st Grade: ELA,Reading Foundational Skills,Consonant Digraphs,Sounds: wh,Practice 2,,,,
1st Grade: ELA,Reading Foundational Skills,Consonant Digraphs,"wh, sh, th, ch",Main,,,,
1st Grade: ELA,Reading Foundational Skills,Consonant Digraphs,"wh, sh, th, ch",Practice 1,,,,
1st Grade: ELA,Reading Foundational Skills,Consonant Digraphs,"wh, sh, th, ch",Practice 2,,,,
1st Grade: ELA,Reading Foundational Skills,1-Syllable & 2-Syllable Words,1-Syllable Words,Main,,,,
1st Grade: ELA,Reading Foundational Skills,1-Syllable & 2-Syllable Words,1-Syllable Words,Practice 1,,,,
1st Grade: ELA,Reading Foundational Skills,1-Syllable & 2-Syllable Words,1-Syllable Words,Practice 2,,,,
1st Grade: ELA,Reading Foundational Skills,1-Syllable & 2-Syllable Words,1-Syllable Words,Basic,,,,
1st Grade: ELA,Reading Foundational Skills,1-Syllable & 2-Syllable Words,2-Syllable Words,Main,,,,
1st Grade: ELA,Reading Foundational Skills,1-Syllable & 2-Syllable Words,2-Syllable Words,Practice 1,,,,
1st Grade: ELA,Reading Foundational Skills,1-Syllable & 2-Syllable Words,2-Syllable Words,Practice 2,,,,
1st Grade: ELA,Reading Foundational Skills,1-Syllable & 2-Syllable Words,2-Syllable Words,Basic,,,,
1st Grade: ELA,Reading Foundational Skills,Final -e & Long Vowel Teams,The Magic E,Main,,,,
1st Grade: ELA,Reading Foundational Skills,Final -e & Long Vowel Teams,The Magic E,Practice 1,,,,
1st Grade: ELA,Reading Foundational Skills,Final -e & Long Vowel Teams,The Magic E,Practice 2,,,,
1st Grade: ELA,Reading Foundational Skills,Final -e & Long Vowel Teams,The Magic E,Basic,,,,
1st Grade: ELA,Reading Foundational Skills,Final -e & Long Vowel Teams,"Long A: ai, ay",Main,,,,
1st Grade: ELA,Reading Foundational Skills,Final -e & Long Vowel Teams,"Long A: ai, ay",Practice 1,,,,
1st Grade: ELA,Reading Foundational Skills,Final -e & Long Vowel Teams,"Long A: ai, ay",Practice 2,,,,
1st Grade: ELA,Reading Foundational Skills,Final -e & Long Vowel Teams,"Long A: ai, ay",Basic,,,,
1st Grade: ELA,Reading Foundational Skills,Final -e & Long Vowel Teams,"Long E: ea, ee",Main,,,,
1st Grade: ELA,Reading Foundational Skills,Final -e & Long Vowel Teams,"Long E: ea, ee",Practice 1,,,,
1st Grade: ELA,Reading Foundational Skills,Final -e & Long Vowel Teams,"Long E: ea, ee",Practice 2,,,,
1st Grade: ELA,Reading Foundational Skills,Final -e & Long Vowel Teams,"Long E: ea, ee",Basic,,,,
1st Grade: ELA,Reading Foundational Skills,Final -e & Long Vowel Teams,"Long I: y, igh",Main,,,,
1st Grade: ELA,Reading Foundational Skills,Final -e & Long Vowel Teams,"Long I: y, igh",Practice 1,,,,
1st Grade: ELA,Reading Foundational Skills,Final -e & Long Vowel Teams,"Long I: y, igh",Practice 2,,,,
1st Grade: ELA,Reading Foundational Skills,Final -e & Long Vowel Teams,"Long I: y, igh",Basic,,,,
1st Grade: ELA,Reading Foundational Skills,Final -e & Long Vowel Teams,Long O: oa,Main,,,,
1st Grade: ELA,Reading Foundational Skills,Final -e & Long Vowel Teams,Long O: oa,Practice 1,,,,
1st Grade: ELA,Reading Foundational Skills,Final -e & Long Vowel Teams,Long O: oa,Practice 2,,,,
1st Grade: ELA,Reading Foundational Skills,Final -e & Long Vowel Teams,Long O: oa,Basic,,,,
1st Grade: ELA,Reading Foundational Skills,Final -e & Long Vowel Teams,"Long U: ui, ue",Direct,,,,
1st Grade: ELA,Reading Foundational Skills,Inflectional Endings -ing & -ed,Verb Endings: -ing,Main,,,,
1st Grade: ELA,Reading Foundational Skills,Inflectional Endings -ing & -ed,Verb Endings: -ing,Practice 1,,,,
1st Grade: ELA,Reading Foundational Skills,Inflectional Endings -ing & -ed,Verb Endings: -ing,Practice 2,,,,
1st Grade: ELA,Reading Foundational Skills,Inflectional Endings -ing & -ed,Verb Endings: -ing,Basic,,,,
1st Grade: ELA,Reading Foundational Skills,Inflectional Endings -ing & -ed,Verb Endings: -ed,Main,,,,
1st Grade: ELA,Reading Foundational Skills,Inflectional Endings -ing & -ed,Verb Endings: -ed,Practice 1,,,,
1st Grade: ELA,Reading Foundational Skills,Inflectional Endings -ing & -ed,Verb Endings: -ed,Practice 2,,,,
1st Grade: ELA,Reading Foundational Skills,Inflectional Endings -ing & -ed,Verb Endings: -ed,Basic,,,,
1st Grade: ELA,Reading Foundational Skills,Sight Words,all are as ball be,Main,,,,
1st Grade: ELA,Reading Foundational Skills,Sight Words,all are as ball be,Practice 1,,,,
1st Grade: ELA,Reading Foundational Skills,Sight Words,all are as ball be,Practice 2,,,,
1st Grade: ELA,Reading Foundational Skills,Sight Words,boy by come day,Main,,,,
1st Grade: ELA,Reading Foundational Skills,Sight Words,boy by come day,Practice 1,,,,
1st Grade: ELA,Reading Foundational Skills,Sight Words,boy by come day,Practice 2,,,,
1st Grade: ELA,Reading Foundational Skills,Sight Words,eat for get got,Main,,,,
1st Grade: ELA,Reading Foundational Skills,Sight Words,eat for get got,Practice 1,,,,
1st Grade: ELA,Reading Foundational Skills,Sight Words,eat for get got,Practice 2,,,,
1st Grade: ELA,Reading Foundational Skills,Sight Words,had has her him,Main,,,,
1st Grade: ELA,Reading Foundational Skills,Sight Words,had has her him,Practice 1,,,,
1st Grade: ELA,Reading Foundational Skills,Sight Words,had has her him,Practice 2,,,,
1st Grade: ELA,Reading Foundational Skills,Sight Words,how if jump mom,Main,,,,
1st Grade: ELA,Reading Foundational Skills,Sight Words,how if jump mom,Practice 1,,,,
1st Grade: ELA,Reading Foundational Skills,Sight Words,how if jump mom,Practice 2,,,,
1st Grade: ELA,Reading Foundational Skills,Sight Words,man not now of or,Main,,,,
1st Grade: ELA,Reading Foundational Skills,Sight Words,man not now of or,Practice 1,,,,
1st Grade: ELA,Reading Foundational Skills,Sight Words,man not now of or,Practice 2,,,,
1st Grade: ELA,Reading Foundational Skills,Sight Words,out play put ran,Main,,,,
1st Grade: ELA,Reading Foundational Skills,Sight Words,out play put ran,Practice 1,,,,
1st Grade: ELA,Reading Foundational Skills,Sight Words,out play put ran,Practice 2,,,,
1st Grade: ELA,Reading Foundational Skills,Sight Words,run sat saw say,Main,,,,
1st Grade: ELA,Reading Foundational Skills,Sight Words,run sat saw say,Practice 1,,,,
1st Grade: ELA,Reading Foundational Skills,Sight Words,run sat saw say,Practice 2,,,,
1st Grade: ELA,Reading Foundational Skills,Sight Words,she then they too,Main,,,,
1st Grade: ELA,Reading Foundational Skills,Sight Words,she then they too,Practice 1,,,,
1st Grade: ELA,Reading Foundational Skills,Sight Words,she then they too,Practice 2,,,,
1st Grade: ELA,Reading Foundational Skills,Sight Words,us was went yes,Main,,,,
1st Grade: ELA,Reading Foundational Skills,Sight Words,us was went yes,Practice 1,,,,
1st Grade: ELA,Reading Foundational Skills,Sight Words,us was went yes,Practice 2,,,,
1st Grade: ELA,Reading Foundational Skills,Sight Words,about an been but,Main,,,,
1st Grade: ELA,Reading Foundational Skills,Sight Words,about an been but,Practice 1,,,,
1st Grade: ELA,Reading Foundational Skills,Sight Words,about an been but,Practice 2,,,,
1st Grade: ELA,Reading Foundational Skills,Sight Words,could down each,Main,,,,
1st Grade: ELA,Reading Foundational Skills,Sight Words,could down each,Practice 1,,,,
1st Grade: ELA,Reading Foundational Skills,Sight Words,could down each,Practice 2,,,,
1st Grade: ELA,Reading Foundational Skills,Sight Words,for from have into,Main,,,,
1st Grade: ELA,Reading Foundational Skills,Sight Words,for from have into,Practice 1,,,,
1st Grade: ELA,Reading Foundational Skills,Sight Words,for from have into,Practice 2,,,,
1st Grade: ELA,Reading Foundational Skills,Sight Words,made make many may,Main,,,,
1st Grade: ELA,Reading Foundational Skills,Sight Words,made make many may,Practice 1,,,,
1st Grade: ELA,Reading Foundational Skills,Sight Words,made make many may,Practice 2,,,,
1st Grade: ELA,Reading Foundational Skills,Sight Words,oil one other part,Main,,,,
1st Grade: ELA,Reading Foundational Skills,Sight Words,oil one other part,Practice 1,,,,
1st Grade: ELA,Reading Foundational Skills,Sight Words,oil one other part,Practice 2,,,,
1st Grade: ELA,Reading Foundational Skills,Sight Words,said some than,Main,,,,
1st Grade: ELA,Reading Foundational Skills,Sight Words,said some than,Practice 1,,,,
1st Grade: ELA,Reading Foundational Skills,Sight Words,said some than,Practice 2,,,,
1st Grade: ELA,Reading Foundational Skills,Sight Words,their them there,Main,,,,
1st Grade: ELA,Reading Foundational Skills,Sight Words,their them there,Practice 1,,,,
1st Grade: ELA,Reading Foundational Skills,Sight Words,their them there,Practice 2,,,,
1st Grade: ELA,Reading Foundational Skills,Sight Words,to two use way,Main,,,,
1st Grade: ELA,Reading Foundational Skills,Sight Words,to two use way,Practice 1,,,,
1st Grade: ELA,Reading Foundational Skills,Sight Words,to two use way,Practice 2,,,,
1st Grade: ELA,Reading Foundational Skills,Sight Words,were what when who,Main,,,,
1st Grade: ELA,Reading Foundational Skills,Sight Words,were what when who,Practice 1,,,,
1st Grade: ELA,Reading Foundational Skills,Sight Words,were what when who,Practice 2,,,,
1st Grade: ELA,Reading Foundational Skills,Sight Words,with would words,Main,,,,
1st Grade: ELA,Reading Foundational Skills,Sight Words,with would words,Practice 1,,,,
1st Grade: ELA,Reading Foundational Skills,Sight Words,with would words,Practice 2,,,,
1st Grade: ELA,Reading Foundational Skills,Sight Words,bed book dog,Main,,,,
1st Grade: ELA,Reading Foundational Skills,Sight Words,bed book dog,Practice 1,,,,
1st Grade: ELA,Reading Foundational Skills,Sight Words,bed book dog,Practice 2,,,,
1st Grade: ELA,Reading Foundational Skills,Reading Fluency,Reading Accuracy,Main,,,,
1st Grade: ELA,Reading Foundational Skills,Reading Fluency,Reading Accuracy,Practice 1,,,,
1st Grade: ELA,Reading Foundational Skills,Reading Fluency,Reading Accuracy,Basic,,,,
1st Grade: ELA,Reading Foundational Skills,Reading Fluency,Monitoring,Main,,,,
1st Grade: ELA,Reading Foundational Skills,Reading Fluency,Monitoring,Practice 1,,,,
1st Grade: ELA,Reading Foundational Skills,Reading Fluency,Monitoring,Basic,,,,
1st Grade: ELA,Language,Nouns,Nouns,Main,,,,
1st Grade: ELA,Language,Nouns,Nouns,Practice 1,,,,
1st Grade: ELA,Language,Nouns,Nouns,Practice 2,,,,
1st Grade: ELA,Language,Nouns,Nouns,Basic,,,,
1st Grade: ELA,Language,Nouns,Proper Nouns,Main,,,,
1st Grade: ELA,Language,Nouns,Proper Nouns,Practice 1,,,,
1st Grade: ELA,Language,Nouns,Proper Nouns,Practice 2,,,,
1st Grade: ELA,Language,Nouns,Proper Nouns,Basic,,,,
1st Grade: ELA,Language,Nouns,Possessive Nouns,Main,,,,
1st Grade: ELA,Language,Nouns,Possessive Nouns,Practice 1,,,,
1st Grade: ELA,Language,Nouns,Possessive Nouns,Practice 2,,,,
1st Grade: ELA,Language,Nouns,Possessive Nouns,Basic,,,,
1st Grade: ELA,Language,Pronouns,Pronoun: He She It,Main,,,,
1st Grade: ELA,Language,Pronouns,Pronoun: He She It,Practice 1,,,,
1st Grade: ELA,Language,Pronouns,Pronoun: He She It,Practice 2,,,,
1st Grade: ELA,Language,Pronouns,Pronoun: He She It,Basic,,,,
1st Grade: ELA,Language,Pronouns,Pronoun: I We Me,Main,,,,
1st Grade: ELA,Language,Pronouns,Pronoun: I We Me,Practice 1,,,,
1st Grade: ELA,Language,Pronouns,Pronoun: I We Me,Practice 2,,,,
1st Grade: ELA,Language,Pronouns,Pronoun: I We Me,Basic,,,,
1st Grade: ELA,Language,Pronouns,Pronoun: Him Her,Main,,,,
1st Grade: ELA,Language,Pronouns,Pronoun: Him Her,Practice 1,,,,
1st Grade: ELA,Language,Pronouns,Pronoun: Him Her,Practice 2,,,,
1st Grade: ELA,Language,Pronouns,Pronoun: Him Her,Basic,,,,
1st Grade: ELA,Language,Pronouns,Pronoun: Me Us,Main,,,,
1st Grade: ELA,Language,Pronouns,Pronoun: Me Us,Practice 1,,,,
1st Grade: ELA,Language,Pronouns,Pronoun: Me Us,Practice 2,,,,
1st Grade: ELA,Language,Pronouns,Pronoun: Me Us,Basic,,,,
1st Grade: ELA,Language,Pronouns,Possessive Pronoun 1,Main,,,,
1st Grade: ELA,Language,Pronouns,Possessive Pronoun 1,Practice 1,,,,
1st Grade: ELA,Language,Pronouns,Possessive Pronoun 1,Practice 2,,,,
1st Grade: ELA,Language,Pronouns,Possessive Pronoun 1,Basic,,,,
1st Grade: ELA,Language,Pronouns,Possessive Pronoun 2,Main,,,,
1st Grade: ELA,Language,Pronouns,Possessive Pronoun 2,Practice 1,,,,
1st Grade: ELA,Language,Pronouns,Possessive Pronoun 2,Practice 2,,,,
1st Grade: ELA,Language,Pronouns,Possessive Pronoun 2,Basic,,,,
1st Grade: ELA,Language,Pronouns,Indefinite Pronoun,Main,,,,
1st Grade: ELA,Language,Pronouns,Indefinite Pronoun,Practice 1,,,,
1st Grade: ELA,Language,Pronouns,Indefinite Pronoun,Practice 2,,,,
1st Grade: ELA,Language,Pronouns,Indefinite Pronoun,Basic,,,,
1st Grade: ELA,Language,"Subject & Verb, Verb Tenses",Subject & Verb,Main,,,,
1st Grade: ELA,Language,"Subject & Verb, Verb Tenses",Subject & Verb,Practice 1,,,,
1st Grade: ELA,Language,"Subject & Verb, Verb Tenses",Subject & Verb,Practice 2,,,,
1st Grade: ELA,Language,"Subject & Verb, Verb Tenses",Subject & Verb,Basic,,,,
1st Grade: ELA,Language,"Subject & Verb, Verb Tenses",Verb Tenses,Main,,,,
1st Grade: ELA,Language,"Subject & Verb, Verb Tenses",Verb Tenses,Practice 1,,,,
1st Grade: ELA,Language,"Subject & Verb, Verb Tenses",Verb Tenses,Practice 2,,,,
1st Grade: ELA,Language,"Subject & Verb, Verb Tenses",Verb Tenses,Basic,,,,
1st Grade: ELA,Language,"Adjectives, Conjunctions, Determiners, Prepositions",Adjectives,Main,,,,
1st Grade: ELA,Language,"Adjectives, Conjunctions, Determiners, Prepositions",Adjectives,Practice 1,,,,
1st Grade: ELA,Language,"Adjectives, Conjunctions, Determiners, Prepositions",Adjectives,Practice 2,,,,
1st Grade: ELA,Language,"Adjectives, Conjunctions, Determiners, Prepositions",Adjectives,Basic,,,,
1st Grade: ELA,Language,"Adjectives, Conjunctions, Determiners, Prepositions",Conjunctions,Main,,,,
1st Grade: ELA,Language,"Adjectives, Conjunctions, Determiners, Prepositions",Conjunctions,Practice 1,,,,
1st Grade: ELA,Language,"Adjectives, Conjunctions, Determiners, Prepositions",Conjunctions,Practice 2,,,,
1st Grade: ELA,Language,"Adjectives, Conjunctions, Determiners, Prepositions",Conjunctions,Basic,,,,
1st Grade: ELA,Language,"Adjectives, Conjunctions, Determiners, Prepositions",Articles,Main,,,,
1st Grade: ELA,Language,"Adjectives, Conjunctions, Determiners, Prepositions",Articles,Practice 1,,,,
1st Grade: ELA,Language,"Adjectives, Conjunctions, Determiners, Prepositions",Articles,Practice 2,,,,
1st Grade: ELA,Language,"Adjectives, Conjunctions, Determiners, Prepositions",Articles,Basic,,,,
1st Grade: ELA,Language,"Adjectives, Conjunctions, Determiners, Prepositions",This & That,Main,,,,
1st Grade: ELA,Language,"Adjectives, Conjunctions, Determiners, Prepositions",This & That,Practice 1,,,,
1st Grade: ELA,Language,"Adjectives, Conjunctions, Determiners, Prepositions",This & That,Practice 2,,,,
1st Grade: ELA,Language,"Adjectives, Conjunctions, Determiners, Prepositions",This & That,Basic,,,,
1st Grade: ELA,Language,"Adjectives, Conjunctions, Determiners, Prepositions",Prepositions,Main,,,,
1st Grade: ELA,Language,"Adjectives, Conjunctions, Determiners, Prepositions",Prepositions,Practice 1,,,,
1st Grade: ELA,Language,"Adjectives, Conjunctions, Determiners, Prepositions",Prepositions,Practice 2,,,,
1st Grade: ELA,Language,"Adjectives, Conjunctions, Determiners, Prepositions",Prepositions,Basic,,,,
1st Grade: ELA,Language,Capitalize Dates & Names,Capitalize Dates,Main,,,,
1st Grade: ELA,Language,Capitalize Dates & Names,Capitalize Dates,Practice 1,,,,
1st Grade: ELA,Language,Capitalize Dates & Names,Capitalize Dates,Practice 2,,,,
1st Grade: ELA,Language,Capitalize Dates & Names,Capitalize Dates,Basic,,,,
1st Grade: ELA,Language,Capitalize Dates & Names,Capitalize Names,Main,,,,
1st Grade: ELA,Language,Capitalize Dates & Names,Capitalize Names,Practice 1,,,,
1st Grade: ELA,Language,Capitalize Dates & Names,Capitalize Names,Practice 2,,,,
1st Grade: ELA,Language,Capitalize Dates & Names,Capitalize Names,Basic,,,,
1st Grade: ELA,Language,Capitalize Dates & Names,Capital Letters,Main,,,,
1st Grade: ELA,Language,Capitalize Dates & Names,Capital Letters,Practice 1,,,,
1st Grade: ELA,Language,Capitalize Dates & Names,Capital Letters,Practice 2,,,,
1st Grade: ELA,Language,Capitalize Dates & Names,Capital Letters,Basic,,,,
1st Grade: ELA,Language,Sentence Types & Punctuation,Punctuation,Main,,,,
1st Grade: ELA,Language,Sentence Types & Punctuation,Punctuation,Practice 1,,,,
1st Grade: ELA,Language,Sentence Types & Punctuation,Punctuation,Practice 2,,,,
1st Grade: ELA,Language,Sentence Types & Punctuation,Punctuation,Basic,,,,
1st Grade: ELA,Language,Sentence Types & Punctuation,Sentence Types,Main,,,,
1st Grade: ELA,Language,Sentence Types & Punctuation,Sentence Types,Practice 1,,,,
1st Grade: ELA,Language,Sentence Types & Punctuation,Sentence Types,Practice 2,,,,
1st Grade: ELA,Language,Sentence Types & Punctuation,Sentence Types,Basic,,,,
1st Grade: ELA,Language,Commas,Commas in Dates,Main,,,,
1st Grade: ELA,Language,Commas,Commas in Dates,Practice 1,,,,
1st Grade: ELA,Language,Commas,Commas in Dates,Practice 2,,,,
1st Grade: ELA,Language,Commas,Commas in Dates,Basic,,,,
1st Grade: ELA,Language,Commas,Commas in Lists,Main,,,,
1st Grade: ELA,Language,Commas,Commas in Lists,Practice 1,,,,
1st Grade: ELA,Language,Commas,Commas in Lists,Practice 2,,,,
1st Grade: ELA,Language,Commas,Commas in Lists,Basic,,,,
1st Grade: ELA,Language,Commas,Commas,Main,,,,
1st Grade: ELA,Language,Commas,Commas,Practice 1,,,,
1st Grade: ELA,Language,Commas,Commas,Practice 2,,,,
1st Grade: ELA,Language,Commas,Commas,Basic,,,,
1st Grade: ELA,Language,Nonsense Words,Nonsense Words,Main,,,,
1st Grade: ELA,Language,Nonsense Words,Nonsense Words,Practice 1,,,,
1st Grade: ELA,Language,Nonsense Words,Nonsense Words,Practice 2,,,,
1st Grade: ELA,Language,Words by Category,Words by Category,Main,,,,
1st Grade: ELA,Language,Words by Category,Words by Category,Practice 1,,,,
1st Grade: ELA,Language,Words by Category,Words by Category,Practice 2,,,,
1st Grade: ELA,Language,Words by Category,Words by Category,Basic,,,,
1st Grade: ELA,Reading Literature,Key Ideas & Details,Ask While You Read,Main,,,,
1st Grade: ELA,Reading Literature,Key Ideas & Details,Ask While You Read,Practice 1,,,,
1st Grade: ELA,Reading Literature,Key Ideas & Details,Ask While You Read,Basic,,,,
1st Grade: ELA,Reading Literature,Key Ideas & Details,"Who, When, Where",Main,,,,
1st Grade: ELA,Reading Literature,Key Ideas & Details,"Who, When, Where",Practice 1,,,,
1st Grade: ELA,Reading Literature,Key Ideas & Details,"Who, When, Where",Basic,,,,
1st Grade: ELA,Reading Literature,Key Ideas & Details,"What, Why, How",Main,,,,
1st Grade: ELA,Reading Literature,Key Ideas & Details,"What, Why, How",Practice 1,,,,
1st Grade: ELA,Reading Literature,Key Ideas & Details,"What, Why, How",Basic,,,,
1st Grade: ELA,Reading Literature,Key Ideas & Details,Key Details,Main,,,,
1st Grade: ELA,Reading Literature,Key Ideas & Details,Key Details,Practice 1,,,,
1st Grade: ELA,Reading Literature,Key Ideas & Details,Key Details,Basic,,,,
1st Grade: ELA,Reading Literature,Key Ideas & Details,Identify Setting,Main,,,,
1st Grade: ELA,Reading Literature,Key Ideas & Details,Identify Setting,Practice 1,,,,
1st Grade: ELA,Reading Literature,Key Ideas & Details,Identify Setting,Basic,,,,
1st Grade: ELA,Reading Literature,Key Ideas & Details,Identify Characters,Main,,,,
1st Grade: ELA,Reading Literature,Key Ideas & Details,Identify Characters,Practice 1,,,,
1st Grade: ELA,Reading Literature,Key Ideas & Details,Identify Characters,Basic,,,,
1st Grade: ELA,Reading Literature,Key Ideas & Details,Describe Characters,Main,,,,
1st Grade: ELA,Reading Literature,Key Ideas & Details,Describe Characters,Practice 1,,,,
1st Grade: ELA,Reading Literature,Key Ideas & Details,Describe Characters,Basic,,,,
1st Grade: ELA,Reading Literature,Key Ideas & Details,Important Details,Main,,,,
1st Grade: ELA,Reading Literature,Key Ideas & Details,Important Details,Practice 1,,,,
1st Grade: ELA,Reading Literature,Key Ideas & Details,Important Details,Basic,,,,
1st Grade: ELA,Reading Literature,Key Ideas & Details,Retell - Sequencing,Main,,,,
1st Grade: ELA,Reading Literature,Key Ideas & Details,Retell - Sequencing,Practice 1,,,,
1st Grade: ELA,Reading Literature,Key Ideas & Details,Retell - Sequencing,Basic,,,,
1st Grade: ELA,Reading Literature,Key Ideas & Details,Retell - Summarizing,Main,,,,
1st Grade: ELA,Reading Literature,Key Ideas & Details,Retell - Summarizing,Practice 1,,,,
1st Grade: ELA,Reading Literature,Key Ideas & Details,Retell - Summarizing,Basic,,,,
1st Grade: ELA,Reading Literature,Key Ideas & Details,Find the Lesson,Main,,,,
1st Grade: ELA,Reading Literature,Key Ideas & Details,Find the Lesson,Practice 1,,,,
1st Grade: ELA,Reading Literature,Key Ideas & Details,Find the Lesson,Basic,,,,
1st Grade: ELA,Reading Literature,Integrating Text & Illustrations,Illustrations 1,Main,,,,
1st Grade: ELA,Reading Literature,Integrating Text & Illustrations,Illustrations 1,Practice 1,,,,
1st Grade: ELA,Reading Literature,Integrating Text & Illustrations,Illustrations 1,Basic,,,,
1st Grade: ELA,Reading Literature,Integrating Text & Illustrations,Illustrations 2,Main,,,,
1st Grade: ELA,Reading Literature,Integrating Text & Illustrations,Illustrations 2,Practice 1,,,,
1st Grade: ELA,Reading Literature,Integrating Text & Illustrations,Illustrations 2,Basic,,,,
1st Grade: ELA,Reading Literature,Integrating Text & Illustrations,Making Predictions,Main,,,,
1st Grade: ELA,Reading Literature,Integrating Text & Illustrations,Making Predictions,Practice 1,,,,
1st Grade: ELA,Reading Literature,Integrating Text & Illustrations,Making Predictions,Basic,,,,
1st Grade: ELA,Reading Literature,Words & Structure,Unknown Words,Main,,,,
1st Grade: ELA,Reading Literature,Words & Structure,Unknown Words,Practice 1,,,,
1st Grade: ELA,Reading Literature,Words & Structure,Unknown Words,Basic,,,,
